,,,,,,,1 Month 4/1/2024 thru 4/30/2024,1 Month 5/1/2024 thru 5/31/2024,1 Month 6/1/2024 thru 6/30/2024,1 Month 7/1/2024 thru 7/31/2024,1 Month 8/1/2024 thru 8/31/2024,1 Month 9/1/2024 thru 9/30/2024,1 Month 10/1/2024 thru 10/31/2024,1 Month 11/1/2024 thru 11/30/2024,1 Month 12/1/2024 thru 12/31/2024,1 Month 1/1/2025 thru 1/31/2025,1 Month 2/1/2025 thru 2/28/2025,1 Month 3/1/2025 thru 3/31/2025,12 Months 4/1/2024 thru 3/31/2025,Diff,,,,,,,,,,,,,,,,
Classes of Trade,OnOff Premises,Retail Accounts,Address,City,State,Zip Code,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SPEC S 000 WAREHOUSE WINE MAIN,2410 SMITH ST,HOUSTON,TX,77006,0,0,0,0,0,0,0,0,0,1,0,1,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Om Kesari Inc,1230 Dawsonville Hwy,Gainesville,GA,30501,0,0,0,0,0,0,0,0,1,1,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SCHUMER S WINES & LIQUORS,59 E 54TH ST,NEW YORK,NY,10022,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RED HILL LIQUOR,3302 E CHAPMAN AV,ORANGE,CA,92869,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Village Spirits,5462 McEver Rd,Flowery Branch,GA,30542,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,The Bottle Shop (New),1510 Eatonton Rd,Madison,GA,30650,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ALEX DISCOUNT LIQUOR&WINE CORP,1645 86TH ST,BROOKLYN,NY,11214,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Savannah World of Beverages,1900 Benton Blvd  Ste 101,Savannah,GA,31407,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS FA,21 SPRING ST,FALMOUTH,MA,02540,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WINE EMPORIUM I,607 TREMONT ST,BOSTON,MA,02118,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,AAIRA LIQUORS A,30668 ALDINE WESTFIELD RD STE C,SPRING,TX,77386,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Stevens Creek Spirits,1061Stevens Creek Rd,Augusta,GA,30907,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SALUTE MARKET,5530 PGA BLVD,PALM BEACH GARDENS,FL,33410,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Beyond Water Wine & Spirits,991 Thornton Rd,Lithia Springs,GA,30122,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SENDSIPS,736 1ST STREET,BENICIA,CA,94510,0,1,0,0,0,0,1,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WILIBEE S WINE & SPIRITS,309 LAKEVILLE ST,PETALUMA,CA,94952,0,0,0,0,1,0,0,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,365 Superstore,3840 State Hwy 365,Alto,GA,30510,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Hometown Spirits  (SKS),4856 Hog Mountain Rd,Flowery Branch,GA,30542,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CAI S WINES & LIQUORS INC,254-23 NORTHERN BLVD,LITTLE NECK,NY,11362,0,0,2,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS,10 REVERE BEACH PKWY,MEDFORD,MA,02155,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS,746 MAIN ST,MALDEN,MA,02148,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS,175 ANDOVER ST,PEABODY,MA,01960,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS,158 ANDOVER ST,DANVERS,MA,01923,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,TOTAL BEVERAGE WESTMINSTER,9359 SHERIDAN BOULEVARD,WESTMINSTER,CO,80031,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS,220 WHALON ST,FITCHBURG,MA,01420,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Green s Northeast,2614 Buford Hwy NE,Atlanta,GA,30324,0,0,0,0,1,0,1,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS,104 WASHINGTON ST,NORWELL,MA,02061,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,55TH STREET LIQUORS,50 WEST 55 ST,NEW YORK,NY,10019,0,0,0,0,0,0,0,2,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Village Spirit Shoppe,100 Moonlight Ln  Ste B,Pooler,GA,31322,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,TODAY S LIQUOR,333 N VERDUGO RD,GLENDALE,CA,91206,0,0,0,0,0,0,0,1,0,0,1,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS,333 IYANNOUGH RD,HYANNIS,MA,02601,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CENTRAL PARK LIQUOR OF STEAMBO,1835 CENTRAL PARK DRIVE,STEAMBOAT SPRINGS,CO,80487,0,0,0,0,0,0,0,0,1,1,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS,216 BORDER ST,E BOSTON,MA,02128,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CHIP S LIQUOR,1924-26 GARNET AVE,SAN DIEGO,CA,92109,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Parker s Spirits,8 N Godley Station Blvd,Pooler,GA,31322,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,EVERGREEN DISCOUNT LIQUORS,3847 EVERGREEN PARKWAY,EVERGREEN,CO,80439,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,FRISCO LIQUORS,416 EAST MAIN STREET UNIT 5,FRISCO,CO,80443,0,0,0,0,0,0,0,0,0,1,1,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Canton Wine & Spirits Warehouse,2017 Marietta Highway,Canton,GA,30114,0,0,0,1,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SENNETT STILL AND BARREL,354 GRANT AVE,AUBURN,NY,13021,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SAG HARBOR LIQUOR STORE,52 MAIN ST,SAG HARBOR,NY,11963,0,0,2,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WINE HUT CORP  THE,197 6TH AVE,NEW YORK,NY,10014,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEDGER S LIQUOR STORE,1399 UNIVERSITY AVE,BERKELEY,CA,94702,0,0,0,0,0,0,0,0,0,2,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RIVIERA LIQUORS,2401 COLLINS AVE,MIAMI BEACH,FL,33140,0,0,0,0,1,1,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,NEW EHRLICH WINE & LIQUOR,222 AMSTERDAM AVE,NEW YORK,NY,10023,0,0,2,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,HAPPY LIQUORS,40-40 COLLEGE POINT BLVD,FLUSHING,NY,11354,0,0,0,0,0,0,0,0,0,2,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Lakeside Package,6168 Gaines Ferry Rd Ste 1&2,Flowery Branch,GA,30542,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LIQUOR UP & WINE DOWN,383 1ST AVE,NEW YORK,NY,10010,0,0,0,0,0,0,0,0,0,2,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Newnan Bottle Shop,937 Lower Fayetteville Rd,Newnan,GA,30263,0,0,0,0,1,0,0,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,PRINCE STREET WINE & LIQUOR,37-20 PRINCE STREET STORE #1B,FLUSHING,NY,11354,0,0,1,0,0,0,0,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ROYAL LIQUORS,3144 WILLIAMS RD,SAN JOSE,CA,95117,0,0,1,0,0,0,0,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,QC Party Store,711-B Industrial Blvd,Gainesville,GA,30501,0,0,0,0,0,0,0,0,1,1,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,OUTBACK LIQUORS,113 S ELIZABETH,ELIZABETH,CO,80107,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAPPY S FINE WINE & SPIRITS,580 WILLIAM S CANNING BL,FALL RIVER,MA,02721,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SPEC S 221 WINE MAIN,19000 LIMESTONE COMMERCIAL DR,PFLUGERVILLE,TX,78660,0,0,0,0,0,0,0,0,0,2,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WINE & SPIRITS DISCOUNT WAREHO,8 JOYCE RD STORE 2,NEW ROCHELLE,NY,10801,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Atlanta Hwy Package,1652 Atlanta Hwy,Gainesville,GA,30504,0,0,0,0,0,0,0,0,2,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,STONY BROOK WINE & LIQUOR INC,2192 NESCONSET HGWY,STONY BROOK,NY,11790,0,0,0,0,0,0,0,2,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Jax Beverage Superstore Conyers,1897 Hwy 20 SE,Conyers,GA,30013,0,0,0,0,0,0,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Drip and Drop,11289 Highway 92,Woodstock,GA,30188,0,0,0,0,1,0,0,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BOSS LIQUOR,5781 EAST 128TH AVENUE #160,THORNTON,CO,80602,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KAKAAKO WINE LLC,2915 KAIHIKAPU ST SUITE 102,HONOLULU,HI,96819,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SEAHOLM WINES & LIQUORS,132 136 WALL STREET,HUNTINGTON,NY,11743,0,0,0,0,0,0,0,1,0,0,1,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,305 WINES LLC,8233 S DIXIE HIGHWAY,MIAMI,FL,33143,0,0,0,0,0,0,0,0,0,1,1,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CIRCUS LIQUOR,5600 VINELAND AV,NORTH HOLLYWOOD,CA,91601,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,AB Liquor Store,1901 Manchester Expressway Ste B,Columbus,GA,31904,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Guyton Liquors LLC,109 W Central Blvd,Guyton,GA,31312,0,0,0,0,0,0,0,0,0,0,2,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Peach State Bottle Shop,3260 Maysville Rd,Commerce,GA,30529,0,0,0,0,0,0,1,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ARGONAUT WINE & LIQUOR STORE I,760 E COLFAX AVE,DENVER,CO,80203,0,0,0,0,0,0,0,1,1,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Lilburn Package Store  **CLOSED**,501 Indian Trail Rd,Lilburn,GA,30047,0,0,0,0,0,0,1,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Hops  Grains & Vine (GHOMST),3997 Dallas Hwy SW #600,Marietta,GA,30064,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Beverage Vault,109 Bullsboro Dr,Newnan,GA,30263,0,0,0,0,0,0,2,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Savi - Emory,1593 N Decatur Rd NE,Atlanta,GA,30307,0,0,0,0,1,0,1,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Bottoms Up Beverages,11950 Jones Bridge Rd Ste 113,Johns Creek,GA,30005,0,0,0,0,0,0,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Beverage Haven,2014 Powers Ferry Rd SE Ste 500,Atlanta,GA,30339,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Beverage Mart,3482 Cobb Pkwy NW,Acworth,GA,30101,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Sweetwater Package **CLOSED**,3900 Peachtre Ind l Blvd,Duluth,GA,30096,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,124 Package (Lithonia),7980 Rockbridge Rd,Lithonia,GA,30058,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BT Cartersville,20 Apex Dr. SW,Cartersville,GA,30121,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Riverstone Beverage,1554 Riverstone Pkwy Ste 100,Canton,GA,30114,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,J & J Beer Wine Liquor,1590 Hudson Bridge Rd,Stockbridge,GA,30281,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Eddi s Package Store,3815 Flat Shoals Pkwy Ste A,Decatur,GA,30034,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Wine & Spirits,1694 Whittlesey Rd Ste A,Columbus,GA,31904,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Big Man Package Store,2594 Candler Rd.,Decatur,GA,30034,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ALPINE WINE & SPIRITS,2109 N FRONTAGE RD #H,VAIL,CO,81657,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,TOP SHELF W/S MJRA,6795 W TROPICANA AVE STE 130,LAS VEGAS,NV,89103,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WAGON WHEEL LIQUORS,30 TOWN PLAZA,DURANGO,CO,81301,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SIERRA MART AND LIQUOR,5245 VISTA BOULEVARD SUITE F-2,SPARKS,NV,89436,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MOUNTAIN MOON SHINE,2812 COLORADO BLVD,IDAHO SPRINGS,CO,80452,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Gwinnett Package Store,3035 Pleasant Hill Rd,Duluth,GA,30096,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Suwanee Pkg Store,3063A LAWRENCEVILLE SUWANEE RD,Suwanee,GA,30024,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MASHBILL WINE AND SPIRITS,24 AVENUE C,NEW YORK,NY,10009,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Jax Package Store,2754 E College Ave,Decatur,GA,30030,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Bootleggers Package Store,5782 W Oglethorpe Hwy,Walthourville,GA,31333,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,VSZ Liquores LLC,1349 Harris Trail Rd,Richmond Hill,GA,31322,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,M and S Liquor Store,2367 Ga Hwy 196 W,Hinesville,GA,31313,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,B & B Package Shop,4630 US Hwy 80 E,Ellabell,GA,31308,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,County Line Pkg Shop,RR 1 Box 272,Metter,GA,30439,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Richmond Hill Liquor(Brown Bag),9701 Ford Ave,Richmond Hill,GA,31324,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SPEC S 071 WINE MAIN,3902 BISSONNET,HOUSTON,TX,77005,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SPEC S 053 WINE MAIN,8416 KATY FREEWAY,SPRING VALLEY,TX,77024,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MARTINIS FINE WINE & SPIRITS,81650 OVERSEAS HWY UNIT A,ISLAMORADA,FL,33036,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,VINYA WINE AND MARKET,328 CRANDON BLVD UNITS 122-123,KEY BISCAYNE,FL,33149,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,FRANKS LIQUOR & MARKET,10559 SANTA MONICA,WEST LOS ANGELES,CA,90025,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #16 BOCA,780 S RAMPART,LAS VEGAS,NV,89145,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SUNNY S LIQUOR,5603 HWY 67 EAST,ALVARADO,TX,76009,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BEVERLY LIQUOR,8253 W 3RD ST,LOS ANGELES,CA,90048,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MARUICHI JAPANESE FOOD AND DEL,306 HARVARD ST,BROOKLINE,MA,02446,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,EMILIOS BEVERAGE WAREHOUSE,17251 LAKEWOOD BL,BELLFLOWER,CA,90706,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LIQUOR LIBRARY,7433 OAKMONT BLVD,FORT WORTH,TX,76132,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,COSTA MESA WINE & SPIRITS,891 BAKER ST #B1,COSTA MESA,CA,92626,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,J & J SPIRIT SHOP,199 RAILROAD AVE,SAYVILLE,NY,11782,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,JAY S WINE & SPIRITS,1702 PRESIDENT AVE,FALL RIVER,MA,02720,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WALDEN LIQUORS,18 WALDEN ST,CONCORD,MA,01742,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,HARBORSIDE WINE & SPIRIT,109 FRONT ST,SCITUATE,MA,02066,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,JULIO S LIQUORS INC,140 TURNPIKE RD,WESTBORO,MA,01581,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,COLONIAL SPIRITS,BOX 2350 87 GREAT RD,ACTON,MA,01720,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ACTON WINE & SPIRIT CO,305 MAIN ST  RTE 27,ACTON,MA,01720,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,129 Package Store,2126 Athens Hwy,Gainesville,GA,30507,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Summit Stores,1920 GA Hwy 18,West Point,GA,31833,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Nitro 2 Go Beverages,9135 Martin Luther King Jr Ave,Covington,GA,30014,0,0,0,0,0,0,1,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,FISHERS LIQUOR BARN,2438 PATTERSON ROAD,GRAND JUNCTION,CO,81505,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CAMPUS WEST LIQUOR DEPOT,1107 CITY PARK AVENUE,FORT COLLINS,CO,80521,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,GA World Of Beverage,8455 Senoia Rd,Fairburn,GA,30213,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Max s Bottle Shop,6395 Mcginnis Ferry Rd,Johns Creek,GA,30005,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Westside Bottle Shop,3685 Atlanta Hwy,Athens,GA,30606,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Bankhead Beverage,1595 Bankhead Hwy,Carrollton,GA,30116,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MONDO VINO,3601 W 32ND AVE,DENVER,CO,80211,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SUNDANCE,0016 KEARNS RD STE101 104 115,SNOWMASS VILLAGE,CO,81615,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
